Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label
2017-08-24,2017,8,24,Thursday,34,2017-34,80.61,80.88,77.85,78.34,19128000.0,73.27,-0.02026018923873896,75.09142857142861,72.36420000000003,red
2017-08-25,2017,8,25,Friday,34,2017-34,78.5,79.09,78.48,78.63,9902200.0,73.54,0.0037017908666736603,74.94785714285717,72.36820000000003,red
2017-08-28,2017,8,28,Monday,35,2017-35,78.41,78.46,77.86,78.03,8621500.0,72.98,-0.007630548378037782,74.74428571428575,72.42920000000002,red
2017-08-29,2017,8,29,Tuesday,35,2017-35,77.67,78.98,77.5,78.77,7665200.0,73.67,0.00948364829106585,74.55428571428577,72.49920000000003,red
2017-08-30,2017,8,30,Wednesday,35,2017-35,78.82,79.1,78.52,78.54,5829800.0,73.46,-0.002920018400144331,74.41285714285719,72.56420000000003,red
2017-08-31,2017,8,31,Thursday,35,2017-35,78.6,78.75,78.06,78.07,8194800.0,73.02,-0.005984265674890632,74.25714285714291,72.60740000000003,red
2017-09-01,2017,9,1,Friday,35,2017-35,78.31,78.5,78.21,78.37,6474400.0,73.3,0.0038429023122927846,74.10142857142861,72.66960000000003,red
2017-09-05,2017,9,5,Tuesday,36,2017-36,77.95,79.89,77.9,79.8,12068500.0,74.64,0.018246749123853382,74.03714285714291,72.77120000000002,green
2017-09-06,2017,9,6,Wednesday,36,2017-36,79.88,80.4,79.72,80.08,8426100.0,74.9,0.0035087400081408315,73.97714285714291,72.86580000000002,green
2017-09-07,2017,9,7,Thursday,36,2017-36,80.32,80.76,80.0,80.12,6820800.0,74.94,0.0004995396269689144,74.00571428571433,72.95160000000003,green
2017-09-08,2017,9,8,Friday,36,2017-36,79.74,79.88,77.73,78.88,9999600.0,73.78,-0.015476876622069537,73.97714285714291,73.00500000000002,green
2017-09-11,2017,9,11,Monday,37,2017-37,79.15,79.35,78.66,79.08,7000200.0,73.96,0.0025356957082418585,73.93500000000007,73.07280000000003,green
2017-09-12,2017,9,12,Tuesday,37,2017-37,79.3,79.91,79.17,79.61,6005000.0,74.46,0.006701875815543934,73.9078571428572,73.15520000000002,green
2017-09-13,2017,9,13,Wednesday,37,2017-37,79.61,80.68,79.59,79.86,8823700.0,74.69,0.0031404526969376345,73.90071428571436,73.24820000000003,green
2017-09-14,2017,9,14,Thursday,37,2017-37,79.79,79.82,79.22,79.68,6939300.0,74.52,-0.002254018612737218,73.99000000000008,73.33840000000002,green
2017-09-15,2017,9,15,Friday,37,2017-37,79.81,80.75,79.27,80.38,13317800.0,75.18,0.008784907211842663,74.10714285714293,73.43900000000002,green
2017-09-18,2017,9,18,Monday,38,2017-38,80.21,81.12,79.95,80.0,8176100.0,74.82,-0.004727408087873418,74.2385714285715,73.53500000000003,red
2017-09-19,2017,9,19,Tuesday,38,2017-38,80.18,80.46,79.7,80.05,6174400.0,74.87,0.0006251509727872584,74.32428571428578,73.67120000000001,red
2017-09-20,2017,9,20,Wednesday,38,2017-38,80.17,80.56,79.87,80.5,5318200.0,75.29,0.005621518904530332,74.45500000000007,73.81120000000001,red
2017-09-21,2017,9,21,Thursday,38,2017-38,80.57,80.57,79.72,80.01,6430300.0,74.83,-0.00608723003065903,74.58428571428577,73.93340000000002,red
2017-09-22,2017,9,22,Friday,38,2017-38,79.89,80.08,79.25,79.53,5755300.0,74.38,-0.0059993132456321865,74.66142857142863,74.02600000000002,red
2017-09-25,2017,9,25,Monday,39,2017-39,78.92,80.1,78.86,79.15,8547800.0,74.03,-0.004777933727003747,74.6178571428572,74.08760000000002,red
2017-09-26,2017,9,26,Tuesday,39,2017-39,79.04,79.54,78.92,79.39,5835300.0,74.25,0.0030323520624333518,74.57142857142863,74.15300000000003,red
2017-09-27,2017,9,27,Wednesday,39,2017-39,79.42,79.57,78.67,79.29,6314600.0,74.16,-0.001259703104623533,74.51571428571434,74.21980000000002,red
2017-09-28,2017,9,28,Thursday,39,2017-39,79.0,79.08,78.12,78.95,12372800.0,73.84,-0.004288084021385585,74.52000000000005,74.28620000000002,red
2017-09-29,2017,9,29,Friday,39,2017-39,78.85,79.0,77.98,78.14,10353400.0,73.08,-0.01025953269051405,74.45714285714291,74.33460000000002,red
2017-10-02,2017,10,2,Monday,40,2017-40,77.9,78.83,77.5,78.45,7709200.0,73.37,0.003967026939788676,74.37928571428574,74.38640000000002,green
2017-10-03,2017,10,3,Tuesday,40,2017-40,78.83,79.66,78.75,79.22,7936700.0,74.09,0.009815107596117922,74.33642857142857,74.43900000000002,green
2017-10-04,2017,10,4,Wednesday,40,2017-40,79.27,79.78,79.07,79.09,6173400.0,73.97,-0.0016408197652932888,74.29714285714287,74.45880000000002,green
2017-10-05,2017,10,5,Thursday,40,2017-40,79.17,79.81,79.08,79.41,5138700.0,74.27,0.004046031250638071,74.23214285714288,74.47760000000002,green
2017-10-06,2017,10,6,Friday,40,2017-40,78.78,79.17,78.25,79.0,6246700.0,73.89,-0.005163071475904779,74.16571428571432,74.47240000000002,green
2017-10-09,2017,10,9,Monday,41,2017-41,79.5,81.38,79.4,80.53,13493000.0,75.32,0.019367160847779445,74.19785714285717,74.49520000000003,green
2017-10-10,2017,10,10,Tuesday,41,2017-41,82.68,84.88,82.61,84.13,25124000.0,78.69,0.04470369081679326,74.44071428571431,74.58200000000002,green
2017-10-11,2017,10,11,Wednesday,41,2017-41,84.58,86.29,84.1,85.73,18561000.0,80.18,0.019018126579175787,74.82285714285719,74.68920000000001,green
2017-10-12,2017,10,12,Thursday,41,2017-41,85.7,86.37,85.06,86.1,12877000.0,80.53,0.004316119064789126,75.26214285714289,74.80280000000002,green
2017-10-13,2017,10,13,Friday,41,2017-41,86.24,86.95,86.24,86.62,9389000.0,81.01,0.0060393931464362005,75.76071428571433,74.91980000000005,green
2017-10-16,2017,10,16,Monday,42,2017-42,86.58,86.62,85.02,85.74,9300300.0,80.19,-0.010159359173087634,76.18500000000004,75.02760000000005,green
2017-10-17,2017,10,17,Tuesday,42,2017-42,85.5,86.36,85.32,85.98,5851500.0,80.42,0.0027991894128951427,76.63214285714291,75.12500000000003,green
2017-10-18,2017,10,18,Wednesday,42,2017-42,86.15,86.37,86.01,86.22,5472100.0,80.64,0.002791280949481445,77.1178571428572,75.22120000000002,green
2017-10-19,2017,10,19,Thursday,42,2017-42,86.15,86.66,85.77,86.4,7029000.0,80.81,0.0020876571928003518,77.67000000000007,75.31080000000003,green
2017-10-20,2017,10,20,Friday,42,2017-42,86.6,87.45,86.28,87.44,7617800.0,81.78,0.01203722612445146,78.27071428571433,75.43760000000003,green
2017-10-23,2017,10,23,Monday,43,2017-43,87.34,88.92,87.26,88.65,10586000.0,82.91,0.013838024013683723,78.90071428571436,75.59180000000003,green
2017-10-24,2017,10,24,Tuesday,43,2017-43,88.69,88.8,87.91,87.98,7700900.0,82.29,-0.007557943358258434,79.49500000000008,75.72800000000002,green
2017-10-25,2017,10,25,Wednesday,43,2017-43,87.85,88.6,87.43,88.48,6408000.0,82.75,0.005683277421857591,80.10071428571436,75.87220000000003,green
2017-10-26,2017,10,26,Thursday,43,2017-43,88.66,89.11,88.02,88.62,6484900.0,82.89,0.0015822179428235386,80.7435714285715,76.01520000000005,green
2017-10-27,2017,10,27,Friday,43,2017-43,88.14,88.39,87.15,88.17,6617000.0,82.46,-0.005077890099200455,81.2535714285715,76.17360000000005,green
2017-10-30,2017,10,30,Monday,44,2017-44,87.94,87.95,86.39,86.95,7052000.0,81.32,-0.013836972576499074,81.44142857142865,76.31640000000004,green
2017-10-31,2017,10,31,Tuesday,44,2017-44,86.86,87.46,86.6,87.31,6006900.0,81.66,0.004140353800282437,81.54714285714293,76.45860000000003,green
2017-11-01,2017,11,1,Wednesday,44,2017-44,87.07,88.4,87.0,87.94,6176100.0,82.25,0.007215860205484814,81.67000000000007,76.60680000000005,green
2017-11-02,2017,11,2,Thursday,44,2017-44,88.28,89.17,87.8,88.8,5183100.0,83.05,0.009779324918898212,81.81571428571434,76.77200000000003,green
2017-11-03,2017,11,3,Friday,44,2017-44,89.02,89.88,88.76,89.68,6512100.0,83.88,0.009909858765750013,82.07928571428579,76.98420000000004,green
2017-11-06,2017,11,6,Monday,45,2017-45,89.42,89.68,88.68,88.7,5257400.0,82.96,-0.010927780269562093,82.26071428571436,77.17260000000005,green
2017-11-07,2017,11,7,Tuesday,45,2017-45,88.87,89.06,88.31,88.95,5349300.0,83.19,0.002818526199933613,82.44285714285719,77.37680000000005,green
2017-11-08,2017,11,8,Wednesday,45,2017-45,89.11,90.42,89.1,90.26,6767500.0,84.42,0.014727336154453319,82.70071428571438,77.59180000000003,green
2017-11-09,2017,11,9,Thursday,45,2017-45,89.94,90.57,89.35,90.3,6904500.0,84.46,0.00044319891651234405,82.89214285714293,77.81180000000003,green
2017-11-10,2017,11,10,Friday,45,2017-45,90.24,91.69,90.2,90.92,7647800.0,85.04,0.006865907618244238,83.04428571428579,78.05220000000004,green
2017-11-13,2017,11,13,Monday,46,2017-46,91.04,91.98,90.87,90.99,8491600.0,85.1,0.0007698782639526948,83.24500000000008,78.28820000000003,green
2017-11-14,2017,11,14,Tuesday,46,2017-46,90.7,91.2,90.18,91.09,9834100.0,85.2,0.0010991080818600896,83.42000000000007,78.49940000000005,green
2017-11-15,2017,11,15,Wednesday,46,2017-46,90.34,90.85,89.65,89.83,8433400.0,84.02,-0.01383248263887493,83.50071428571434,78.68180000000002,green
2017-11-16,2017,11,16,Thursday,46,2017-46,95.12,99.68,94.72,99.62,38122400.0,93.17,0.10898364055812172,84.26571428571434,79.04640000000003,green
2017-11-17,2017,11,17,Friday,46,2017-46,99.24,100.13,96.58,97.47,23575500.0,91.16,-0.021581901427681797,84.96857142857152,79.39400000000002,green
2017-11-20,2017,11,20,Monday,47,2017-47,96.44,97.64,95.76,97.48,16394300.0,91.17,0.00010252000876742606,85.64785714285722,79.73820000000002,red
2017-11-21,2017,11,21,Tuesday,47,2017-47,97.74,97.92,96.32,96.52,12746500.0,90.27,-0.009848275899004166,86.22071428571438,80.05440000000003,red
2017-11-22,2017,11,22,Wednesday,47,2017-47,96.65,96.81,96.11,96.41,8918200.0,90.17,-0.0011395805288925145,86.7292857142858,80.36400000000002,red
2017-11-24,2017,11,24,Friday,47,2017-47,96.87,97.23,96.53,96.62,4496100.0,90.37,0.002178198721712876,87.19285714285722,80.68100000000003,red
2017-11-27,2017,11,27,Monday,48,2017-48,96.85,97.65,96.3,96.62,8904900.0,90.37,0.0,87.72214285714294,80.98480000000005,green
2017-11-28,2017,11,28,Tuesday,48,2017-48,96.59,96.89,95.82,96.77,8709600.0,90.51,0.0015523419620142589,88.24500000000008,81.29860000000005,green
2017-11-29,2017,11,29,Wednesday,48,2017-48,97.22,98.26,96.88,97.56,11424000.0,91.25,0.008163821998536491,88.73285714285721,81.62620000000005,green
2017-11-30,2017,11,30,Thursday,48,2017-48,98.09,98.44,96.51,97.23,12854700.0,90.94,-0.003382547992172857,89.19571428571435,81.93920000000004,green
2017-12-01,2017,12,1,Friday,48,2017-48,97.61,97.71,96.23,97.35,8296200.0,91.05,0.001234032000096752,89.62500000000006,82.26360000000005,green
2017-12-04,2017,12,4,Monday,49,2017-49,97.73,97.96,96.68,97.01,8956500.0,90.73,-0.003492240308565986,90.02714285714295,82.59060000000005,green
2017-12-05,2017,12,5,Tuesday,49,2017-49,97.0,97.94,96.92,97.83,9010100.0,91.5,0.008452472887104712,90.47714285714292,82.94000000000005,green
2017-12-06,2017,12,6,Wednesday,49,2017-49,97.99,98.14,97.24,97.28,7141000.0,91.46,-0.0004108223977336012,91.00857142857149,83.28420000000004,green
2017-12-07,2017,12,7,Thursday,49,2017-49,97.06,97.58,96.65,96.78,7502600.0,91.47,0.000103185745185419,90.88714285714292,83.63040000000005,green
2017-12-08,2017,12,8,Friday,49,2017-49,96.3,96.7,96.14,96.55,5821100.0,91.25,-0.002376530392406484,90.89357142857149,83.97860000000004,green
2017-12-11,2017,12,11,Monday,50,2017-50,96.96,97.27,96.29,96.93,8928900.0,91.61,0.003935929551400763,90.92500000000004,84.34920000000005,green
2017-12-12,2017,12,12,Tuesday,50,2017-50,96.85,97.24,96.6,96.7,7810600.0,91.4,-0.0023729356421778873,91.00571428571436,84.70980000000003,green
2017-12-13,2017,12,13,Wednesday,50,2017-50,96.66,97.91,96.55,97.76,7879400.0,92.4,0.010961802231277185,91.16500000000006,85.07600000000002,green
2017-12-14,2017,12,14,Thursday,50,2017-50,98.0,98.57,97.1,97.13,9385800.0,91.8,-0.0064445314746844895,91.2671428571429,85.43260000000002,green
2017-12-15,2017,12,15,Friday,50,2017-50,97.71,98.49,96.91,97.11,16142800.0,91.78,-0.00020568975253654198,91.36785714285719,85.78280000000002,green
2017-12-18,2017,12,18,Monday,51,2017-51,97.38,98.17,97.36,97.9,7964400.0,92.53,0.008134936962862716,91.51214285714286,86.15559999999998,green
2017-12-19,2017,12,19,Tuesday,51,2017-51,99.91,99.91,98.29,98.8,12012200.0,93.38,0.009193132463313436,91.66428571428577,86.5168,green
2017-12-20,2017,12,20,Wednesday,51,2017-51,99.45,99.65,98.45,98.75,10729800.0,93.33,-0.0005061452322262516,91.83500000000004,86.8096,green
2017-12-21,2017,12,21,Thursday,51,2017-51,99.0,99.33,97.98,98.06,7369100.0,92.68,-0.006987196910092308,91.95142857142862,87.0596,green
2017-12-22,2017,12,22,Friday,51,2017-51,98.29,98.42,97.68,98.21,5478700.0,92.82,0.0015295650325677368,92.10071428571432,87.3054,green
2017-12-26,2017,12,26,Tuesday,52,2017-52,98.35,99.44,98.35,99.16,4295900.0,93.72,0.009673217699220915,92.25928571428578,87.5596,green
2017-12-27,2017,12,27,Wednesday,52,2017-52,99.56,99.6,98.83,99.26,5140800.0,93.82,0.0010083711001021012,92.42785714285719,87.83220000000001,green
2017-12-28,2017,12,28,Thursday,52,2017-52,99.52,99.62,99.12,99.4,9763900.0,93.95,0.0014104763488635985,92.60500000000003,88.1028,green
2017-12-29,2017,12,29,Friday,52,2017-52,99.4,99.69,98.75,98.75,7144300.0,93.33,-0.006539277283336475,92.75357142857145,88.3566,green
2018-01-02,2018,1,2,Tuesday,0,2018-00,99.3,99.79,98.52,98.59,10150500.0,93.18,-0.0016202397130800072,92.86571428571432,88.604,green
2018-01-03,2018,1,3,Wednesday,0,2018-00,98.85,100.0,98.77,99.45,8903600.0,93.99,0.008723095668959234,93.05071428571432,88.84819999999998,green
2018-01-04,2018,1,4,Thursday,0,2018-00,99.54,99.78,98.91,99.54,6830400.0,94.08,0.0009049443940931656,93.17071428571433,89.0716,green
2018-01-05,2018,1,5,Friday,0,2018-00,99.64,100.38,99.61,100.13,7284000.0,94.64,0.005927220800044264,93.3735714285715,89.3186,green
2018-01-08,2018,1,8,Monday,1,2018-01,100.25,101.75,100.21,101.61,8843900.0,96.04,0.014780802804955416,93.67785714285719,89.5844,green
2018-01-09,2018,1,9,Tuesday,1,2018-01,102.03,102.35,100.31,100.39,7312700.0,94.88,-0.0120066614345663,93.84571428571432,89.8242,green
2018-01-10,2018,1,10,Wednesday,1,2018-01,99.75,99.89,98.53,99.67,7930400.0,94.2,-0.0071721699510869374,93.90428571428572,90.059,green
2018-01-11,2018,1,11,Thursday,1,2018-01,99.7,100.45,98.78,100.02,6537700.0,94.53,0.003511685831109057,93.99000000000002,90.3232,green
2018-01-12,2018,1,12,Friday,1,2018-01,100.39,101.44,100.3,100.87,6951200.0,95.34,0.008498305100613335,94.18000000000002,90.5968,green
2018-01-16,2018,1,16,Tuesday,2,2018-02,101.34,101.91,100.34,100.69,7170700.0,95.17,-0.0017844101547326296,94.34785714285715,90.8552,green
2018-01-17,2018,1,17,Wednesday,2,2018-02,101.15,102.94,100.7,102.7,8681900.0,97.07,0.019962227751363137,94.58714285714287,91.1356,green
2018-01-18,2018,1,18,Thursday,2,2018-02,104.74,104.94,103.62,104.3,12307900.0,98.58,0.0155793839850642,94.92714285714287,91.4296,green
2018-01-19,2018,1,19,Friday,2,2018-02,104.64,104.93,103.66,104.59,8378600.0,98.85,0.0027803741265233213,95.27714285714286,91.7474,green
2018-01-22,2018,1,22,Monday,3,2018-03,104.5,105.45,104.04,105.45,7308300.0,99.67,0.008222524490524297,95.73000000000002,92.077,green
2018-01-23,2018,1,23,Tuesday,3,2018-03,105.29,106.15,104.57,105.9,8287800.0,100.09,0.004267500018754644,96.22357142857143,92.3904,green
2018-01-24,2018,1,24,Wednesday,3,2018-03,106.35,106.44,104.82,105.79,6823100.0,99.99,-0.0010387118539989526,96.65214285714286,92.701,green
2018-01-25,2018,1,25,Thursday,3,2018-03,105.85,106.81,105.85,106.6,5857100.0,100.75,0.007656704925646852,97.12857142857143,93.0152,green
2018-01-26,2018,1,26,Friday,3,2018-03,107.0,108.41,106.68,108.39,6786300.0,102.44,0.016791722336430892,97.6857142857143,93.36200000000001,green
2018-01-29,2018,1,29,Monday,4,2018-04,108.11,109.98,107.99,109.55,8355200.0,103.54,0.010702135102167444,98.22142857142859,93.7288,red
2018-01-30,2018,1,30,Tuesday,4,2018-04,109.14,109.36,107.15,107.73,9180500.0,101.82,-0.01661350916510973,98.71714285714287,94.08479999999996,red
2018-01-31,2018,1,31,Wednesday,4,2018-04,107.77,108.18,106.07,106.6,9812800.0,100.75,-0.010489112785574071,99.185,94.23639999999996,red
2018-02-01,2018,2,1,Thursday,4,2018-04,105.96,106.56,105.18,105.52,6386800.0,99.73,-0.010131341771814515,99.55642857142857,94.40779999999997,red
2018-02-02,2018,2,2,Friday,4,2018-04,105.15,106.47,104.15,104.48,9253100.0,98.75,-0.009855907168105691,99.8,94.55939999999997,red
2018-02-05,2018,2,5,Monday,5,2018-05,103.4,104.61,97.09,100.09,12561600.0,94.6,-0.042017744886087886,99.75928571428572,94.64599999999996,red
2018-02-06,2018,2,6,Tuesday,5,2018-05,97.64,101.08,97.25,100.9,16413800.0,95.37,0.008092906603291539,99.63785714285713,94.74999999999996,red
2018-02-07,2018,2,7,Wednesday,5,2018-05,100.5,104.59,100.01,102.85,11165200.0,97.21,0.01932586671513703,99.54,94.88679999999997,red
2018-02-08,2018,2,8,Thursday,5,2018-05,103.23,103.48,100.0,100.02,13975100.0,94.53,-0.02751573388318862,99.23142857142858,94.96999999999996,red
2018-02-09,2018,2,9,Friday,5,2018-05,100.53,101.1,96.43,99.37,14184600.0,93.92,-0.006498661173947595,98.8207142857143,95.03819999999996,red
2018-02-12,2018,2,12,Monday,6,2018-06,100.13,100.45,98.8,99.55,9135100.0,94.09,0.001811264706625293,98.39214285714287,95.09499999999996,green
2018-02-13,2018,2,13,Tuesday,6,2018-06,99.33,101.22,99.33,100.98,6622800.0,95.44,0.01436475064220666,98.06714285714287,95.18499999999996,green
2018-02-14,2018,2,14,Wednesday,6,2018-06,100.86,102.25,100.21,101.7,7307600.0,96.12,0.007129945378893109,97.73642857142859,95.28639999999996,green
2018-02-15,2018,2,15,Thursday,6,2018-06,102.55,103.64,101.83,103.23,7494900.0,97.57,0.01504457637560841,97.38857142857144,95.42319999999997,green
2018-02-16,2018,2,16,Friday,6,2018-06,103.09,104.94,101.98,104.78,16064300.0,99.03,0.01501473604532877,97.06642857142859,95.57379999999996,green
2018-02-20,2018,2,20,Tuesday,7,2018-07,96.99,97.94,94.1,94.11,52088500.0,88.95,-0.1018323494898148,96.14714285714287,95.52359999999994,red
2018-02-21,2018,2,21,Wednesday,7,2018-07,95.11,95.34,91.24,91.52,49503700.0,86.5,-0.02752097793201069,95.12928571428574,95.42419999999994,red
2018-02-22,2018,2,22,Thursday,7,2018-07,91.43,93.39,91.31,92.77,20365000.0,87.68,0.013658230333367216,94.26857142857145,95.35279999999996,red
2018-02-23,2018,2,23,Friday,7,2018-07,92.88,93.49,91.76,92.89,12791500.0,87.79,0.0012936196368449338,93.48571428571432,95.27639999999997,red
2018-02-26,2018,2,26,Monday,8,2018-08,92.9,93.8,92.22,93.12,14699300.0,88.01,0.0024759663890083767,93.01500000000004,95.20859999999998,red
2018-02-27,2018,2,27,Tuesday,8,2018-08,93.63,93.72,91.51,91.52,13376100.0,86.5,-0.017182160968897353,92.38142857142859,95.09059999999998,red
2018-02-28,2018,2,28,Wednesday,8,2018-08,92.0,92.1,90.0,90.01,14143700.0,85.07,-0.01649901664410769,91.51428571428578,94.95599999999996,red
2018-03-01,2018,3,1,Thursday,8,2018-08,90.17,90.18,87.71,89.08,18909600.0,84.19,-0.010332317099145394,90.77571428571432,94.80419999999997,red
2018-03-02,2018,3,2,Friday,8,2018-08,87.27,88.9,87.24,88.77,19043400.0,83.9,-0.0034799721950194984,90.06000000000004,94.63159999999996,red
2018-03-05,2018,3,5,Monday,9,2018-09,88.14,90.5,88.07,89.98,13383200.0,85.04,0.013630771217319593,89.41357142857147,94.46479999999997,green
2018-03-06,2018,3,6,Tuesday,9,2018-09,90.35,90.5,88.63,89.06,11054700.0,84.17,-0.01022452105189875,88.6085714285715,94.28159999999995,green
2018-03-07,2018,3,7,Wednesday,9,2018-09,87.98,88.53,87.34,87.74,11453000.0,82.93,-0.014821503865328543,87.66642857142863,94.08659999999996,green
2018-03-08,2018,3,8,Thursday,9,2018-09,87.77,88.13,87.34,87.92,9588700.0,83.59,0.008025719101579565,86.6678571428572,93.90199999999996,green
2018-03-09,2018,3,9,Friday,9,2018-09,88.24,88.72,87.53,88.72,9754400.0,84.35,0.009099118290180508,85.61928571428577,93.71459999999998,green
2018-03-12,2018,3,12,Monday,10,2018-10,88.7,89.44,87.88,88.07,8474000.0,83.74,-0.007326279656907021,85.2471428571429,93.51299999999998,green
2018-03-13,2018,3,13,Tuesday,10,2018-10,88.39,88.9,87.98,88.3,7173000.0,83.95,0.002611486092483517,85.06500000000005,93.31299999999996,green
2018-03-14,2018,3,14,Wednesday,10,2018-10,88.51,88.99,87.5,87.67,11040600.0,83.36,-0.0071347549105227346,84.75642857142861,93.11359999999996,green
2018-03-15,2018,3,15,Thursday,10,2018-10,87.68,88.79,85.9,87.51,16615200.0,83.2,-0.0018251777880229358,84.42857142857147,92.91399999999996,green
2018-03-16,2018,3,16,Friday,10,2018-10,87.72,90.09,87.5,89.17,28396000.0,84.78,0.018969389036978423,84.19785714285719,92.72979999999997,green
2018-03-19,2018,3,19,Monday,11,2018-11,88.91,89.08,87.1,87.45,12053400.0,83.15,-0.019289009562434626,83.95857142857149,92.51119999999996,red
2018-03-20,2018,3,20,Tuesday,11,2018-11,87.86,88.15,87.37,87.95,8258000.0,83.62,0.0057175135395235435,83.85500000000006,92.29079999999996,red
2018-03-21,2018,3,21,Wednesday,11,2018-11,87.89,89.68,87.68,88.18,11836000.0,83.84,0.002615232066263351,83.83000000000007,92.04679999999996,red
2018-03-22,2018,3,22,Thursday,11,2018-11,87.53,88.27,86.99,87.14,12248200.0,82.85,-0.011794175811815856,83.75500000000005,91.80619999999996,red
2018-03-23,2018,3,23,Friday,11,2018-11,87.35,87.69,85.28,85.42,10125100.0,81.22,-0.01973818037561903,83.4821428571429,91.54659999999996,red
2018-03-26,2018,3,26,Monday,12,2018-12,86.22,87.69,86.11,87.5,9199800.0,83.19,0.02435023012903104,83.41214285714291,91.31979999999996,green
2018-03-27,2018,3,27,Tuesday,12,2018-12,87.96,88.04,85.48,86.05,6545800.0,81.81,-0.016571313073361904,83.33214285714291,91.04919999999996,green
2018-03-28,2018,3,28,Wednesday,12,2018-12,86.26,88.24,86.19,87.77,11576300.0,83.45,0.01998819988796696,83.32214285714291,90.81479999999996,green
2018-03-29,2018,3,29,Thursday,12,2018-12,87.9,89.34,87.77,88.97,9274600.0,84.59,0.01367218587941288,83.33928571428577,90.56519999999996,green
2018-04-02,2018,4,2,Monday,13,2018-13,88.0,88.24,84.84,85.55,19128900.0,81.34,-0.0384398890319827,83.16785714285719,90.22039999999996,red
2018-04-03,2018,4,3,Tuesday,13,2018-13,86.25,86.95,85.55,86.8,9695500.0,82.53,0.014611235611063478,83.06642857142859,89.89399999999996,red
2018-04-04,2018,4,4,Wednesday,13,2018-13,85.6,87.5,85.44,87.22,6536600.0,82.93,0.0048388240424344095,83.03571428571433,89.55919999999996,red
2018-04-05,2018,4,5,Thursday,13,2018-13,87.6,88.35,87.05,87.81,6380900.0,83.49,0.006764382281946091,83.05642857142861,89.22719999999997,red
2018-04-06,2018,4,6,Friday,13,2018-13,86.83,87.9,86.13,86.69,6350000.0,82.42,-0.012754686621295641,82.8878571428572,88.87579999999996,red
2018-04-09,2018,4,9,Monday,14,2018-14,86.85,87.45,86.24,86.28,8368100.0,82.03,-0.0047297217242301395,82.80785714285719,88.50139999999996,red
2018-04-10,2018,4,10,Tuesday,14,2018-14,86.84,87.1,85.66,86.45,9127400.0,82.2,0.0019704645160605327,82.70642857142862,88.09659999999997,red
2018-04-11,2018,4,11,Wednesday,14,2018-14,86.0,86.86,85.8,85.91,6279000.0,81.68,-0.0062463602733899845,82.55214285714294,87.65939999999996,red
2018-04-12,2018,4,12,Thursday,14,2018-14,86.19,86.83,85.41,85.43,6856300.0,81.23,-0.005587334192712401,82.43642857142865,87.24759999999996,red
2018-04-13,2018,4,13,Friday,14,2018-14,85.89,86.27,85.19,86.02,7559200.0,81.79,0.006906210197663798,82.47714285714292,86.86839999999997,red
2018-04-16,2018,4,16,Monday,15,2018-15,86.2,87.65,86.12,86.84,7020700.0,82.57,0.00953265734355768,82.4328571428572,86.52519999999996,green
2018-04-17,2018,4,17,Tuesday,15,2018-15,87.48,88.17,87.41,87.9,6801900.0,83.57,0.01220653155702589,82.55857142857148,86.22159999999997,green
2018-04-18,2018,4,18,Wednesday,15,2018-15,88.2,88.56,87.51,87.57,5854000.0,83.26,-0.003754276337560758,82.54500000000007,85.99479999999996,green
2018-04-19,2018,4,19,Thursday,15,2018-15,87.41,88.04,86.58,87.89,6588300.0,83.56,0.0036542488122019994,82.47142857142862,85.75859999999997,green
2018-04-20,2018,4,20,Friday,15,2018-15,87.87,88.38,86.67,86.98,8324900.0,82.7,-0.010353851467493349,82.5685714285715,85.46839999999995,green
2018-04-23,2018,4,23,Monday,16,2018-16,86.89,87.08,86.02,86.1,7360500.0,81.86,-0.010117418440145576,82.52071428571433,85.21499999999995,green
2018-04-24,2018,4,24,Tuesday,16,2018-16,86.77,86.91,85.57,86.53,8469700.0,82.27,0.004994195635057874,82.47357142857147,84.98199999999997,green
2018-04-25,2018,4,25,Wednesday,16,2018-16,86.32,87.7,85.89,87.17,6760400.0,82.88,0.007396338998592489,82.43000000000005,84.75779999999997,green
2018-04-26,2018,4,26,Thursday,16,2018-16,87.17,88.32,86.9,87.94,5782500.0,83.61,0.008833400026382554,82.51500000000003,84.52119999999995,green
2018-04-27,2018,4,27,Friday,16,2018-16,87.87,87.9,87.08,87.29,5651100.0,82.99,-0.007391533657689075,82.58357142857146,84.25859999999997,green
2018-04-30,2018,4,30,Monday,17,2018-17,87.94,89.66,87.92,88.46,8685900.0,84.11,0.013403467775555676,82.72000000000003,83.98939999999997,green
2018-05-01,2018,5,1,Tuesday,17,2018-17,87.67,88.01,86.35,87.41,6957700.0,83.11,-0.011869509686174506,82.82214285714288,83.67099999999995,green
2018-05-02,2018,5,2,Wednesday,17,2018-17,87.13,87.25,86.16,86.34,6083000.0,82.09,-0.012241131114885341,82.88357142857143,83.53379999999997,green
2018-05-03,2018,5,3,Thursday,17,2018-17,86.19,86.29,85.12,86.23,6876100.0,81.99,-0.0012740052828281725,82.89785714285716,83.44359999999998,green
2018-05-04,2018,5,4,Friday,17,2018-17,86.0,88.1,85.36,87.53,6971500.0,83.22,0.015075759401655953,82.94428571428574,83.35439999999997,green
